company_id;ppk_id;timestamp;rt_akurasi;rt_layanan;rt_kirim;category;Sum;Rescalling
416729;PPK-000200757;26 Desember 2022 09:54:16;4;4;4;Alat Laboratorium;12;4
416729;PPK-000200757;24/11/22 14.51;4;4;4;Alat Laboratorium;12;4
410175;PPK-000202503;3 Desember 2021 20:11:15;3;3;3;Alat Penerangan Jalan PDN;9;2
410175;PPK-000202503;3 Desember 2021 20:06:26;3;3;3;Alat Penerangan Jalan PDN;9;2
269615;PPK-000208762;15 Agustus 2023 08:31:31;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
450710;PPK-000209492;07/09/23 16.45;4;4;4;Alat Berat Pekerjaan Operasi dan Pemeliharaan Bidang Sumber Daya Air;12;4
285547;PPK-000209766;26 Desember 2022 15:32:56;4;4;4;Internet Service Provider;12;4
274091;PPK-000211159;16 Maret 2023 08:58:23;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
274091;PPK-000211159;04/11/22 15.42;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
285564;PPK-000211498;6 Juli 2023 16:31:31;4;4;4;Internet Service Provider;12;4
285564;PPK-000211498;29 Mei 2023 12:31:12;4;4;4;Internet Service Provider;12;4
285564;PPK-000211498;29 Mei 2023 12:19:35;4;4;4;Internet Service Provider;12;4
269615;PPK-000211565;5 Juni 2023 11:35:30;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
269615;PPK-000211565;20 Maret 2023 14:11:35;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
269615;PPK-000211565;6 Maret 2023 15:23:02;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
269615;PPK-000211565;6 Maret 2023 15:19:09;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
269615;PPK-000211565;6 Maret 2023 11:53:22;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
269615;PPK-000211565;6 Maret 2023 11:48:30;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
269615;PPK-000211565;6 Maret 2023 11:37:28;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
266617;PPK-000212086;05/09/22 12.19;4;4;4;Peralatan Pendidikan;12;4
203186;PPK-000212579;15 Juni 2023 13:46:04;4;4;4;Peralatan Elektronik dan Pendukungnya;12;4
789920;PPK-000212707;29 Agustus 2023 11:26:39;4;4;4;Alat dan/atau Mesin Pertanian Pemerintah Daerah Kabupaten Jombang;12;4
789920;PPK-000212707;29 Agustus 2023 11:23:06;4;4;4;Pengadaan Benih/Bibit, Pakan, Obat Tanaman, dan Perikanan Pemerintah Daerah Kabupaten Jombang;12;4
789920;PPK-000212707;29 Agustus 2023 11:19:49;4;4;4;Alat dan/atau Mesin Pertanian Pemerintah Daerah Kabupaten Jombang;12;4
419965;PPK-000213277;05/04/23 11.17;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
150;PPK-000214973;28 Juli 2022 14:11:00;4;4;4;Kendaraan Bermotor;12;4
205761;PPK-000214973;06/09/22 13.42;4;4;4;Kendaraan Bermotor;12;4
410127;PPK-000214973;28 Desember 2022 15:58:02;4;4;4;Kendaraan Bermotor;12;4
203186;PPK-000214987;28 Desember 2022 09:37:14;4;3;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;11;3
203186;PPK-000214987;26 Desember 2022 11:33:26;4;3;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;10;2
251873;PPK-000214987;11/04/23 11.27;4;3;3;Perkakas;10;2
269345;PPK-000214987;23 Desember 2022 11:19:12;3;3;2;Peralatan Perkantoran;8;1
274091;PPK-000214987;27 Mei 2023 08:50:16;4;4;4;Perkakas;12;4
274091;PPK-000214987;27 Desember 2022 11:44:42;4;3;3;Perkakas;10;2
274091;PPK-000214987;27 Desember 2022 09:15:25;4;2;3;Perkakas;9;2
274091;PPK-000214987;23 Desember 2022 11:15:42;4;3;3;Peralatan Perkantoran;10;2
410017;PPK-000214987;27 Desember 2022 11:50:43;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410017;PPK-000214987;26 Desember 2022 11:02:30;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410017;PPK-000214987;26 Desember 2022 10:53:40;4;4;4;Peralatan Dan Perlengkapan Kantor, Rumah Tangga Kota Tangerang;12;4
410024;PPK-000214987;28 Desember 2022 11:36:14;4;3;2;Peralatan Pendidikan;9;2
410046;PPK-000214987;31 Desember 2022 10:59:02;4;4;4;Perkakas;12;4
410046;PPK-000214987;31 Desember 2022 08:28:19;3;3;3;Perkakas;9;2
410418;PPK-000214987;20 Desember 2022 09:41:35;3;3;3;Peralatan Perkantoran;9;2
412126;PPK-000214987;26 Desember 2022 10:59:19;4;3;3;Peralatan Perkantoran;10;2
418254;PPK-000214987;29 Desember 2022 09:40:43;4;4;4;Fasilitas Kesehatan;12;4
418428;PPK-000214987;20 Desember 2022 09:30:34;4;3;3;Fasilitas Kesehatan;10;2
420076;PPK-000214987;23 Desember 2022 11:10:42;3;3;4;Perkakas;10;2
420805;PPK-000214987;26 Desember 2022 10:19:08;4;3;2;Konsolidasi Laptop PDN;9;2
422377;PPK-000214987;17 Desember 2022 11:47:22;3;3;3;Produk Tingkat Komponen Dalam Negeri;9;2
422594;PPK-000214987;29 Desember 2022 09:34:15;3;3;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;9;2
439671;PPK-000214987;27 Mei 2023 08:51:59;4;4;4;Perkakas;12;4
439671;PPK-000214987;23 Desember 2022 11:20:51;4;4;4;Peralatan Perkantoran;12;4
483440;PPK-000214987;27 Mei 2023 09:30:50;4;4;4;Alat Kabersihan dan Bahan Pembersih Kabupaten Tangerang;12;4
483440;PPK-000214987;26 Desember 2022 10:25:49;4;4;4;Perkakas;12;4
483440;PPK-000214987;22 Desember 2022 14:10:21;4;4;3;Perkakas;11;3
518500;PPK-000214987;26 Desember 2022 10:57:34;3;3;3;Peralatan dan Perlengkapan Kesehatan Kab. Garut;9;2
203186;PPK-000214993;3 Juni 2023 08:29:28;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
266617;PPK-000214993;20 Maret 2023 12:40:31;4;4;4;Peralatan Pendidikan;12;4
413556;PPK-000214993;28 Desember 2022 11:18:53;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
418254;PPK-000214993;16 Maret 2023 10:29:36;4;4;4;Fasilitas Kesehatan;12;4
418254;PPK-000214993;28 Desember 2022 14:23:44;4;4;4;Fasilitas Kesehatan Sektoral Kemenkes;12;4
427185;PPK-000214993;17 Maret 2023 08:50:37;4;4;4;Alat Laboratorium;12;4
446499;PPK-000214993;17 Juni 2023 08:19:27;4;4;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;11;3
446333;PPK-000215049;12 Mei 2023 12:44:09;4;3;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;10;2
409942;PPK-000215082;2 Desember 2022 12:20:28;4;4;4;Fasilitas Kesehatan Sektoral Kemenkes;12;4
420805;PPK-000215082;6 Desember 2022 10:26:44;4;4;4;Konsolidasi Laptop PDN;12;4
422515;PPK-000215082;13 Desember 2022 13:01:08;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
441674;PPK-000215082;2 Desember 2022 12:38:41;4;4;3;Alat Laboratorium;11;3
448134;PPK-000215082;6 Oktober 2022 09:25:34;4;4;4;Alat Laboratorium;12;4
421007;PPK-000215432;16 Februari 2023 10:46:25;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
150;PPK-000215571;23/11/22 10.01;4;4;4;Kendaraan Bermotor;12;4
420805;PPK-000215616;2 Januari 2023 15:10:17;4;4;4;Konsolidasi Laptop PDN;12;4
420805;PPK-000215616;21 Desember 2022 12:20:28;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
394752;PPK-000215625;8 Desember 2022 17:04:54;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
394752;PPK-000215625;19 Oktober 2022 11:13:34;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
150;PPK-000215696;15 Juni 2023 13:22:02;4;4;4;Kendaraan Bermotor;12;4
410007;PPK-000215696;29 Mei 2023 14:40:34;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410007;PPK-000215696;20 Januari 2023 02:04:24;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410007;PPK-000215696;20 Januari 2023 01:48:14;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410127;PPK-000215696;29 Mei 2023 14:30:57;4;4;4;Kendaraan Bermotor;12;4
422377;PPK-000215778;28 Desember 2022 09:30:31;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
422377;PPK-000215778;28 Desember 2022 09:27:25;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
457137;PPK-000215973;16 Januari 2023 07:51:25;4;4;4;Jasa Kebersihan Kementerian Pertanian;12;4
275889;PPK-000216482;30 Januari 2023 15:54:56;4;4;4;Sewa Kendaraan;12;4
446454;PPK-000216490;25/09/23 11.53;4;4;4;Jasa Sewa Kendaraan Kota Dumai;12;4
278370;PPK-000216707;31 Desember 2022 07:53:56;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
8;PPK-000216753;12 Januari 2023 09:20:28;4;4;4;Alat Penerangan Jalan PDN;12;4
413407;PPK-000217008;9 Desember 2022 14:20:14;4;4;4;Kendaraan Bermotor;12;4
419930;PPK-000217008;7 Desember 2021 11:44:26;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
417804;PPK-000217307;9 Maret 2022 07:54:24;4;4;4;Fasilitas Kesehatan;12;4
279283;PPK-000217446;1 Februari 2023 16:07:23;4;4;4;Peralatan Pendidikan;12;4
410007;PPK-000217446;2 Februari 2023 10:45:39;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410007;PPK-000217446;2 Februari 2023 10:45:00;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410007;PPK-000217446;1 Februari 2023 16:19:10;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410024;PPK-000217446;1 Februari 2023 16:06:53;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410024;PPK-000217446;1 Februari 2023 16:04:29;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410024;PPK-000217446;1 Februari 2023 16:02:04;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
421523;PPK-000217446;2 Februari 2023 18:34:25;4;4;4;Meubelair Provinsi Sumatera Utara;12;4
474274;PPK-000218920;22 Agustus 2022 13:45:05;4;4;4;Pakaian Dinas dan Kain Tradisional Kota Cilegon;12;4
8;PPK-000219062;25 Oktober 2022 08:25:56;4;4;4;Perkakas;12;4
422437;PPK-000219372;3 Desember 2021 13:14:01;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
242970;PPK-000219525;6 Desember 2022 14:41:45;2;2;1;Fasilitas Kesehatan;5;1
418254;PPK-000219525;2 Desember 2022 15:00:56;4;4;4;Fasilitas Kesehatan;12;4
413407;PPK-000219783;22 Mei 2023 09:11:08;4;4;4;Kendaraan Bermotor;12;4
243257;PPK-000219812;31 Juli 2023 23:16:38;4;4;4;Peralatan Elektronik dan Pendukungnya;12;4
410024;PPK-000220114;31 Januari 2023 13:24:46;4;3;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;10;2
430470;PPK-000222354;9 Agustus 2023 09:32:01;4;3;4;Pakaian Dinas dan Kain Tradisional Kabupaten Tasikmalaya;11;3
203186;PPK-000223274;25 Januari 2023 14:20:06;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
269615;PPK-000223274;6 Juli 2023 14:16:44;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
269615;PPK-000223274;13 Maret 2023 09:48:45;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
279283;PPK-000223274;25 Mei 2023 09:38:58;4;4;4;Alat Laboratorium;12;4
409943;PPK-000223274;14 Januari 2023 10:06:16;4;4;4;Fasilitas Kesehatan;12;4
409943;PPK-000223274;14 Januari 2023 09:56:31;4;4;4;Fasilitas Kesehatan;12;4
409943;PPK-000223274;14 Januari 2023 09:23:04;4;4;4;Fasilitas Kesehatan Sektoral Kemenkes;12;4
409943;PPK-000223274;10 Januari 2023 11:30:52;4;4;4;Fasilitas Kesehatan;12;4
410241;PPK-000223274;19 Mei 2023 08:51:29;4;4;4;Alat Tulis Kantor Provinsi DKI Jakarta;12;4
410241;PPK-000223274;16 Maret 2023 13:19:18;4;4;4;Alat Tulis Kantor Provinsi DKI Jakarta;12;4
410241;PPK-000223274;2 Maret 2023 11:09:50;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410241;PPK-000223274;2 Maret 2023 10:58:03;4;4;4;Alat Tulis Kantor Provinsi DKI Jakarta;12;4
410241;PPK-000223274;20 Februari 2023 14:40:15;4;4;4;Alat Tulis Kantor Provinsi DKI Jakarta;12;4
415247;PPK-000223274;10 Januari 2023 08:58:56;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
418254;PPK-000223274;10 Januari 2023 09:31:18;4;4;4;Fasilitas Kesehatan;12;4
425797;PPK-000223274;4 Juli 2023 15:32:28;4;4;4;Perkakas;12;4
203186;PPK-000223304;08/09/22 04.42;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
203186;PPK-000223390;29 Desember 2022 08:55:50;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
266617;PPK-000223390;29 Desember 2022 09:10:31;4;4;4;Peralatan Pendidikan;12;4
266617;PPK-000223390;29 Desember 2022 09:08:25;4;4;4;Peralatan Pendidikan;12;4
279283;PPK-000223390;15 Maret 2023 14:56:11;4;4;4;Alat Laboratorium;12;4
409820;PPK-000223390;29 Desember 2022 08:49:38;4;4;4;Peralatan Perkantoran;12;4
410017;PPK-000223390;19 Desember 2022 14:41:20;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410017;PPK-000223390;19 Desember 2022 12:39:50;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410017;PPK-000223390;19 Desember 2022 10:41:31;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
417370;PPK-000223390;27 Desember 2022 13:18:06;4;4;4;Fasilitas Kesehatan Sektoral Kemenkes;12;4
418254;PPK-000223390;3 Mei 2023 15:21:04;4;4;4;Fasilitas Kesehatan Sektoral Kemenkes;12;4
418254;PPK-000223390;21 Maret 2023 10:17:36;4;4;4;Fasilitas Kesehatan Sektoral Kemenkes;12;4
418254;PPK-000223390;31 Desember 2022 19:06:25;4;4;4;Fasilitas Kesehatan;12;4
422377;PPK-000223390;28 Februari 2023 14:49:59;4;4;4;Produk Tingkat Komponen Dalam Negeri;12;4
410149;PPK-000223768;10 Juni 2022 16:19:16;4;4;4;Peralatan Pendidikan Sektoral;12;4
581474;PPK-000223768;25 Agustus 2023 18:40:42;4;4;4;Peralatan Pendidikan;12;4
581474;PPK-000223768;25 Agustus 2023 18:31:16;4;4;4;Peralatan Pendidikan;12;4
203186;PPK-000223947;14/04/23 14.37;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
203186;PPK-000223947;22 Februari 2023 09:03:13;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
258051;PPK-000223947;10 Januari 2023 09:34:34;4;4;4;Internet Service Provider;12;4
431399;PPK-000223947;2 Januari 2023 12:31:12;4;4;4;Internet Service Provider;12;4
451527;PPK-000223947;9 Mei 2023 16:54:59;4;4;4;Peralatan Perkantoran;12;4
473107;PPK-000223947;9 Agustus 2023 16:17:06;4;4;4;Alat Laboratorium Pengujian Badan Pengawas Obat Dan Makanan;12;4
473107;PPK-000223947;9 Mei 2023 16:53:58;4;4;4;Alat Laboratorium Pengujian Badan Pengawas Obat Dan Makanan;12;4
481649;PPK-000223947;23 Agustus 2023 10:48:13;4;4;4;Reagen Dan Media Mikrobiologi Badan Pengawas Obat Dan Makanan;12;4
481649;PPK-000223947;23 Mei 2023 15:56:08;4;4;4;Reagen Dan Media Mikrobiologi Badan Pengawas Obat Dan Makanan;12;4
481649;PPK-000223947;23 Mei 2023 15:52:12;4;4;4;Reagen Dan Media Mikrobiologi Badan Pengawas Obat Dan Makanan;12;4
481649;PPK-000223947;23 Mei 2023 09:36:28;4;4;4;Reagen Dan Media Mikrobiologi Badan Pengawas Obat Dan Makanan;12;4
481649;PPK-000223947;1 Februari 2023 09:54:38;4;4;4;Reagen Dan Media Mikrobiologi Badan Pengawas Obat Dan Makanan;12;4
6;PPK-000224416;16/11/22 13.41;3;3;3;Alat Penerangan Jalan PDN;9;2
8;PPK-000224416;24 Oktober 2022 10:23:13;4;4;4;Alat Penerangan Jalan PDN;12;4
410024;PPK-000224546;3 Januari 2023 13:32:48;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
410024;PPK-000224546;3 Januari 2023 13:18:13;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
422977;PPK-000224546;27 Januari 2023 14:25:33;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
444006;PPK-000224546;30 Desember 2022 10:22:59;4;4;3;Kendaraan Bermotor Provinsi Jawa Timur;11;3
242943;PPK-000225188;14 Desember 2022 08:21:29;3;3;3;Alat dan Mesin Pertanian Sektoral Kementerian Pertanian;9;2
410007;PPK-000225188;11 Desember 2022 12:23:25;4;4;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;11;3
410007;PPK-000225188;11 Desember 2022 09:54:15;4;4;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;11;3
410007;PPK-000225188;11 Desember 2022 09:44:28;4;4;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;11;3
410007;PPK-000225188;5 Desember 2022 15:50:45;4;4;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;11;3
410007;PPK-000225188;5 Desember 2022 15:38:33;4;4;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;11;3
410007;PPK-000225188;5 Desember 2022 15:24:27;4;4;3;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;11;3
150;PPK-000225205;06/04/23 21.38;4;4;4;Kendaraan Bermotor;12;4
421651;PPK-000226488;26 Juni 2023 13:50:34;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
421651;PPK-000226488;26 Juni 2023 13:47:52;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
269615;PPK-000226497;20/09/23 13.34;4;4;4;Peralatan Elektronik dan Pendukungnya;12;4
511047;PPK-000226497;6 Maret 2023 12:55:37;4;4;4;PRODUK CETAK DAN PENGGANDAAN KABUPATEN SERANG;12;4
511047;PPK-000226497;6 Maret 2023 12:54:47;4;4;4;Alat Tulis Kantor Kabupaten Serang;12;4
511047;PPK-000226497;3 Maret 2023 08:34:46;4;4;4;Alat Tulis Kantor Kabupaten Serang;12;4
511047;PPK-000226497;28 Februari 2023 16:09:16;4;4;4;PRODUK CETAK DAN PENGGANDAAN KABUPATEN SERANG;12;4
410007;PPK-000226626;22 Februari 2022 11:27:41;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
456089;PPK-000226684;1 Februari 2023 08:32:34;4;4;4;Peralatan Perkantoran;12;4
456089;PPK-000226684;30 Januari 2023 08:57:47;4;4;4;Perkakas;12;4
456089;PPK-000226684;30 Januari 2023 08:30:25;4;4;4;Peralatan Perkantoran;12;4
412520;PPK-000226866;2 Agustus 2023 11:56:53;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
412520;PPK-000226950;25 Juli 2023 14:35:19;4;4;4;Perlengkapan Rumah Tangga dan Peralatan Kantor Kabupaten Brebes;12;4
456089;PPK-000227051;31 Oktober 2022 14:29:50;4;4;4;Pakaian Dinas dan Kain Tradisional Kota Cilegon;12;4
422594;PPK-000227901;01/09/23 11.42;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
422594;PPK-000227901;01/09/23 11.35;4;4;4;Konsolidasi Laptop PDN Tahun 2023;12;4
251873;PPK-000227998;30 Januari 2023 17:24:32;4;4;4;Bahan Material Kota Depok;12;4
251873;PPK-000227998;30 Januari 2023 16:50:44;4;4;4;Bahan Material Kabupaten Bogor;12;4
257790;PPK-000227998;29 Maret 2022 15:52:28;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
257790;PPK-000227998;29 Maret 2022 15:50:36;4;4;4;Peralatan Elektronik Perkantoran dan Peralatan Pendukungnya;12;4
437206;PPK-000227998;30 Januari 2023 16:48:15;4;4;4;Bahan Material Kota Bekasi;12;4
438086;PPK-000227998;17 Oktober 2022 15:15:48;4;4;4;Perkakas;12;4
444617;PPK-000227998;2 Oktober 2023 11:14:10;4;4;4;Perkakas;12;4
444617;PPK-000227998;22/09/23 12.28;4;4;4;Perkakas;12;4
444617;PPK-000227998;28 Oktober 2022 10:41:07;4;4;4;Perkakas;12;4
444617;PPK-000227998;28 Oktober 2022 10:38:21;4;4;4;Perkakas;12;4
